0,1,2,3,4,5,6,7,8,9,,
International Bank Transfer in US Dollars (USD),"$7,879.00",Dominican Republic,yyy,USD,USD,7879,10000,0,-2121,7751.937984,0.016391
VISA: Debit/Credit in USD,"$8,114.00",Dominican Republic,yyy,USD,USD,8114,10000,0,-1886,7751.937984,0.046706
MasterCard: Debit/Credit in USD,"$8,114.00",Dominican Republic,yyy,USD,USD,8114,10000,0,-1886,7751.937984,0.046706
MasterCard: Debit/Credit in USD,"$8,113.00",Ecuador,yyy,USD,USD,8113,10000,0,-1887,7751.937984,0.046577
VISA: Debit/Credit in USD,"$8,113.00",Ecuador,yyy,USD,USD,8113,10000,0,-1887,7751.937984,0.046577
International Bank Transfer in US Dollars (USD),"$7,878.00",Ecuador,yyy,USD,USD,7878,10000,0,-2122,7751.937984,0.016262
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Ecuador,yyy,USD,CAD,10000,"12,925.49",-0.22633494,0,10019.75969,-0.001972072
VISA: Debit/Credit in EGP,"?.?145,977.00",Egypt,yyy,USD,EGP,145977,"1,79,036.23",-0.184651062,0,138787.7752,0.05180013
MasterCard: Debit/Credit in EGP,"?.?145,977.00",Egypt,yyy,USD,EGP,145977,"1,79,036.23",-0.184651062,0,138787.7752,0.05180013
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Egypt,yyy,USD,CAD,10000,"12,925.49",-0.22633494,0,10019.75969,-0.001972072
International Bank Transfer in US Dollars (USD),"$7,878.00",Egypt,yyy,USD,USD,7878,10000,0,-2122,7751.937984,0.016262
MasterCard: Debit/Credit in USD,"$8,110.00",El Salvador,yyy,USD,USD,8110,10000,0,-1890,7751.937984,0.04619
VISA: Debit/Credit in USD,"$8,110.00",El Salvador,yyy,USD,USD,8110,10000,0,-1890,7751.937984,0.04619
International Bank Transfer in US Dollars (USD),"$7,875.00",El Salvador,yyy,USD,USD,7875,10000,0,-2125,7751.937984,0.015875
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",El Salvador,yyy,USD,CAD,10000,"12,920.85",-0.226057109,0,10016.16279,-0.001613671
International Bank Transfer in Mexican Pesos (MXN),"$150,927.00",El Salvador,yyy,USD,MXN,150927,"1,88,620.00",-0.199835648,0,146217.0543,0.032212014
Domestic Bank Transfer in Euros (EUR),"6.775,00 €",Estonia,yyy,USD,EUR,6775,"8,513.67",-0.204220976,0,6599.744186,0.02655494
VISA: Debit/Credit in EUR,"6.841,00 €",Estonia,yyy,USD,EUR,6841,"8,513.67",-0.196468738,0,6599.744186,0.036555328
MasterCard: Debit/Credit in EUR,"6.841,00 €",Estonia,yyy,USD,EUR,6841,"8,513.67",-0.196468738,0,6599.744186,0.036555328
American Express in EUR,"6.841,00 €",Estonia,yyy,USD,EUR,6841,"8,513.67",-0.196468738,0,6599.744186,0.036555328
PayPal in EUR,"6.907,00 €",Estonia,yyy,USD,EUR,6907,"8,513.67",-0.188716499,0,6599.744186,0.046555716
Online Bank Transfer,"6.775,00 €",Estonia,yyy,USD,EUR,6775,"8,513.67",-0.204220976,0,6599.744186,0.02655494
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Estonia,yyy,USD,CAD,10000,"12,920.85",-0.226057109,0,10016.16279,-0.001613671
International Bank Transfer in US Dollars (USD),"$7,878.00",Estonia,yyy,USD,USD,7878,10000,0,-2122,7751.937984,0.016262
Mastercard: Debit/Credit in ETB,"226,450.00 Br",Ethiopia,yyy,USD,ETB,226450,"2,77,813.54",-0.184884941,0,215359.3333,0.051498426
VISA: Debit/Credit in ETB,"226,450.00 Br",Ethiopia,yyy,USD,ETB,226450,"2,77,813.54",-0.184884941,0,215359.3333,0.051498426
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Ethiopia,yyy,USD,CAD,10000,"12,918.48",-0.225915123,0,10014.32558,-0.001430509
International Bank Transfer in US Dollars (USD),"$7,878.00",Ethiopia,yyy,USD,USD,7878,10000,0,-2122,7751.937984,0.016262
MasterCard: Debit/Credit in FJD,"17,248.00 $",Fiji,yyy,USD,FJD,17248,"21,145.03",-0.184300046,0,16391.49612,0.052252941
VISA: Debit/Credit in FJD,"17,248.00 $",Fiji,yyy,USD,FJD,17248,"21,145.03",-0.184300046,0,16391.49612,0.052252941
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Fiji,yyy,USD,CAD,10000,"12,918.48",-0.225915123,0,10014.32558,-0.001430509
International Bank Transfer in US Dollars (USD),"$7,878.00",Fiji,yyy,USD,USD,7878,10000,0,-2122,7751.937984,0.016262
Domestic Bank Transfer in Euros (EUR),"6.776,00 €",Finland,yyy,USD,EUR,6776,"8,513.67",-0.204103518,0,6599.744186,0.026706461
VISA: Debit/Credit in EUR,"6.841,00 €",Finland,yyy,USD,EUR,6841,"8,513.67",-0.196468738,0,6599.744186,0.036555328
MasterCard: Debit/Credit in EUR,"6.841,00 €",Finland,yyy,USD,EUR,6841,"8,513.67",-0.196468738,0,6599.744186,0.036555328
American Express in EUR,"6.841,00 €",Finland,yyy,USD,EUR,6841,"8,513.67",-0.196468738,0,6599.744186,0.036555328
PayPal in EUR,"6.907,00 €",Finland,yyy,USD,EUR,6907,"8,513.67",-0.188716499,0,6599.744186,0.046555716
Online Bank Transfer,"6.776,00 €",Finland,yyy,USD,EUR,6776,"8,513.67",-0.204103518,0,6599.744186,0.026706461
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Finland,yyy,USD,CAD,10000,"12,921.86",-0.226117602,0,10016.94574,-0.001691707
International Bank Transfer in US Dollars (USD),"$7,879.00",Finland,yyy,USD,USD,7879,10000,0,-2121,7751.937984,0.016391
Domestic Bank Transfer in Euros (EUR),"6.776,00 €",France,yyy,USD,EUR,6776,"8,513.67",-0.204103518,0,6599.744186,0.026706461
VISA: Debit/Credit in EUR,"6.841,00 €",France,yyy,USD,EUR,6841,"8,513.67",-0.196468738,0,6599.744186,0.036555328
MasterCard: Debit/Credit in EUR,"6.841,00 €",France,yyy,USD,EUR,6841,"8,513.67",-0.196468738,0,6599.744186,0.036555328
American Express in EUR,"6.841,00 €",France,yyy,USD,EUR,6841,"8,513.67",-0.196468738,0,6599.744186,0.036555328
PayPal in EUR,"6.907,00 €",France,yyy,USD,EUR,6907,"8,513.67",-0.188716499,0,6599.744186,0.046555716
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",France,yyy,USD,CAD,10000,"12,921.86",-0.226117602,0,10016.94574,-0.001691707
International Bank Transfer in US Dollars (USD),"$7,879.00",France,yyy,USD,USD,7879,10000,0,-2121,7751.937984,0.016391
VISA: Debit/Credit in XAF,"4,554,500.00 Fr",Gabon,yyy,USD,XAF,4554500,"55,85,095.82",-0.184526077,0,4329531.643,0.051961361
MasterCard: Debit/Credit in XAF,"4,554,500.00 Fr",Gabon,yyy,USD,XAF,4554500,"55,85,095.82",-0.184526077,0,4329531.643,0.051961361
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Gabon,yyy,USD,CAD,10000,"12,921.86",-0.226117602,0,10016.94574,-0.001691707
International Bank Transfer in US Dollars (USD),"$7,877.00",Gabon,yyy,USD,USD,7877,10000,0,-2123,7751.937984,0.016133
VISA: Debit/Credit in GMD,"395,600.00 D",Gambia,yyy,USD,GMD,395600,"4,84,999.43",-0.184328938,0,375968.5504,0.05221567
MasterCard: Debit/Credit in GMD,"395,600.00 D",Gambia,yyy,USD,GMD,395600,"4,84,999.43",-0.184328938,0,375968.5504,0.05221567
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Gambia,yyy,USD,CAD,10000,"12,919.00",-0.225946281,0,10014.72868,-0.001470702
International Bank Transfer in US Dollars (USD),"$7,879.00",Gambia,yyy,USD,USD,7879,10000,0,-2121,7751.937984,0.016391
VISA,"21,365.00 ?",Georgia,yyy,USD,GEL,21365,"26,193.00",-0.184324056,0,20304.65116,0.052221968
MasterCard,"21,365.00 ?",Georgia,yyy,USD,GEL,21365,"26,193.00",-0.184324056,0,20304.65116,0.052221968
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Georgia,yyy,USD,CAD,10000,"12,919.00",-0.225946281,0,10014.72868,-0.001470702
International Bank Transfer in US Dollars (USD),"$7,879.00",Georgia,yyy,USD,USD,7879,10000,0,-2121,7751.937984,0.016391
VISA: Debit/Credit in USD,"$8,114.00",Georgia,yyy,USD,USD,8114,10000,0,-1886,7751.937984,0.046706
MasterCard: Debit/Credit in USD,"$8,114.00",Georgia,yyy,USD,USD,8114,10000,0,-1886,7751.937984,0.046706
Online Bank Transfer,"6.776,00 €",Germany,yyy,USD,EUR,6776,"8,513.67",-0.204103518,0,6599.744186,0.026706461
Domestic Bank Transfer in Euros (EUR),"6.776,00 €",Germany,yyy,USD,EUR,6776,"8,513.67",-0.204103518,0,6599.744186,0.026706461
VISA: Debit/Credit in EUR,"6.842,00 €",Germany,yyy,USD,EUR,6842,"8,513.67",-0.19635128,0,6599.744186,0.036706849
MasterCard: Debit/Credit in EUR,"6.842,00 €",Germany,yyy,USD,EUR,6842,"8,513.67",-0.19635128,0,6599.744186,0.036706849
American Express in EUR,"6.842,00 €",Germany,yyy,USD,EUR,6842,"8,513.67",-0.19635128,0,6599.744186,0.036706849
PayPal in EUR,"6.908,00 €",Germany,yyy,USD,EUR,6908,"8,513.67",-0.188599041,0,6599.744186,0.046707237
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Germany,yyy,USD,CAD,10000,"12,919.00",-0.225946281,0,10014.72868,-0.001470702
International Bank Transfer in US Dollars (USD),"$7,879.00",Germany,yyy,USD,USD,7879,10000,0,-2121,7751.937984,0.016391
VISA: Debit/Credit in GHS,"GH?38,838.00",Ghana,yyy,USD,GHS,38838,"47,615.01",-0.18433284,0,36910.86047,0.052210637
MasterCard: Debit/Credit in GHS,"GH?38,838.00",Ghana,yyy,USD,GHS,38838,"47,615.01",-0.18433284,0,36910.86047,0.052210637
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Ghana,yyy,USD,CAD,10000,"12,922.00",-0.226125987,0,10017.05426,-0.001702523
International Bank Transfer in US Dollars (USD),"$7,879.00",Ghana,yyy,USD,USD,7879,10000,0,-2121,7751.937984,0.016391
MasterCard: Debit/Credit in GBP,"£6,148.00",Gibraltar,yyy,USD,GBP,6148,"7,651.57",-0.19650477,0,5931.449612,0.036508847
VISA: Debit/Credit in GBP,"£6,148.00",Gibraltar,yyy,USD,GBP,6148,"7,651.57",-0.19650477,0,5931.449612,0.036508847
Debit/Credit Card in GIP,"£6,240.00",Gibraltar,yyy,USD,GIP,6240,"7,651.57",-0.184481093,0,5931.449612,0.052019389
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Gibraltar,yyy,USD,CAD,10000,"12,922.00",-0.226125987,0,10017.05426,-0.001702523
International Bank Transfer in Euros (EUR),"6.776,00 €",Gibraltar,yyy,USD,EUR,6776,"8,513.67",-0.204103518,0,6599.744186,0.026706461
International Bank Transfer in US Dollars (USD),"$7,879.00",Gibraltar,yyy,USD,USD,7879,10000,0,-2121,7751.937984,0.016391
Domestic Bank Transfer in Euros (EUR),"6.776,00 €",Greece,yyy,USD,EUR,6776,"8,513.67",-0.204103518,0,6599.744186,0.026706461
VISA: Debit/Credit in EUR,"6.842,00 €",Greece,yyy,USD,EUR,6842,"8,513.67",-0.19635128,0,6599.744186,0.036706849
MasterCard: Debit/Credit in EUR,"6.842,00 €",Greece,yyy,USD,EUR,6842,"8,513.67",-0.19635128,0,6599.744186,0.036706849
American Express in EUR,"6.842,00 €",Greece,yyy,USD,EUR,6842,"8,513.67",-0.19635128,0,6599.744186,0.036706849
PayPal in EUR,"6.908,00 €",Greece,yyy,USD,EUR,6908,"8,513.67",-0.188599041,0,6599.744186,0.046707237
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Greece,yyy,USD,CAD,10000,"12,922.00",-0.226125987,0,10017.05426,-0.001702523
International Bank Transfer in US Dollars (USD),"$7,877.00",Greece,yyy,USD,USD,7877,10000,0,-2123,7751.937984,0.016133
VISA: Debit/Credit in XCD,"$22,100.00",Grenada,yyy,USD,XCD,22100,"27,027.25",-0.182306746,0,20951.35659,0.054824298
MasterCard: Debit/Credit in XCD,"$22,100.00",Grenada,yyy,USD,XCD,22100,"27,027.25",-0.182306746,0,20951.35659,0.054824298
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Grenada,yyy,USD,CAD,10000,"12,922.00",-0.226125987,0,10017.05426,-0.001702523
International Bank Transfer in US Dollars (USD),"$7,877.00",Grenada,yyy,USD,USD,7877,10000,0,-2123,7751.937984,0.016133
VISA: Debit/Credit in GTQ,"GTQ62,457.00",Guatemala,yyy,USD,GTQ,62457,"76,580.06",-0.184422159,0,59364.3876,0.052095415
MasterCard: Debit/Credit in GTQ,"GTQ62,457.00",Guatemala,yyy,USD,GTQ,62457,"76,580.06",-0.184422159,0,59364.3876,0.052095415
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Guatemala,yyy,USD,CAD,10000,"12,919.07",-0.225950475,0,10014.78295,-0.001476112
International Bank Transfer in US Dollars (USD),"$7,877.00",Guatemala,yyy,USD,USD,7877,10000,0,-2123,7751.937984,0.016133
VISA: Debit/Credit in USD,"$8,112.00",Guatemala,yyy,USD,USD,8112,10000,0,-1888,7751.937984,0.046448
MasterCard: Debit/Credit in USD,"$8,112.00",Guatemala,yyy,USD,USD,8112,10000,0,-1888,7751.937984,0.046448
Debit/Credit Card in GNF,"74,067,000.00 FG",Guinea,yyy,USD,GNF,74067000,"908,07,326.95",-0.184349958,0,70393276.71,0.052188554
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Guinea,yyy,USD,CAD,10000,"12,919.07",-0.225950475,0,10014.78295,-0.001476112
International Bank Transfer in US Dollars (USD),"$7,879.00",Guinea,yyy,USD,USD,7879,10000,0,-2121,7751.937984,0.016391
Mastercard: Debit/Credit in GYD,"1,701,670.00 G$",Guyana,yyy,USD,GYD,1701670,"20,86,281.14",-0.184352498,0,1617272.202,0.052185277
VISA: Debit/Credit in GYD,"1,701,670.00 G$",Guyana,yyy,USD,GYD,1701670,"20,86,281.14",-0.184352498,0,1617272.202,0.052185277
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Guyana,yyy,USD,CAD,10000,"12,922.01",-0.226126586,0,10017.06202,-0.001703295
International Bank Transfer in US Dollars (USD),"$7,879.00",Guyana,yyy,USD,USD,7879,10000,0,-2121,7751.937984,0.016391
MasterCard: Debit/Credit in HTG,"564,600.00 G",Haiti,yyy,USD,HTG,564600,"6,92,260.25",-0.184410776,0,536635.8527,0.052110099
Visa: Debit/Credit in HTG,"564,600.00 G",Haiti,yyy,USD,HTG,564600,"6,92,260.25",-0.184410776,0,536635.8527,0.052110099
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Haiti,yyy,USD,CAD,10000,"12,922.01",-0.226126586,0,10017.06202,-0.001703295
International Bank Transfer in US Dollars (USD),"$7,877.00",Haiti,yyy,USD,USD,7877,10000,0,-2123,7751.937984,0.016133
VISA: Debit/Credit in HNL,"L196,200.00",Honduras,yyy,USD,HNL,196200,"2,40,529.60",-0.184299978,0,186457.0543,0.052253028
MasterCard: Debit/Credit in HNL,"L196,200.00",Honduras,yyy,USD,HNL,196200,"2,40,529.60",-0.184299978,0,186457.0543,0.052253028
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Honduras,yyy,USD,CAD,10000,"12,922.01",-0.226126586,0,10017.06202,-0.001703295
International Bank Transfer in US Dollars (USD),"$7,877.00",Honduras,yyy,USD,USD,7877,10000,0,-2123,7751.937984,0.016133
VISA: Debit/Credit in USD,"$8,112.00",Honduras,yyy,USD,USD,8112,10000,0,-1888,7751.937984,0.046448
MasterCard: Debit/Credit in USD,"$8,112.00",Honduras,yyy,USD,USD,8112,10000,0,-1888,7751.937984,0.046448
Domestic Bank Transfer in Hong Kong Dollars (HKD),"HK$61,360.00",Hong Kong,yyy,USD,HKD,61360,"78,114.23",-0.214483712,0,60553.66667,0.013316012
VISA: Debit/Credit in HKD,"HK$63,120.00",Hong Kong,yyy,USD,HKD,63120,"78,114.23",-0.191952606,0,60553.66667,0.042381138
MasterCard: Debit/Credit in HKD,"HK$63,120.00",Hong Kong,yyy,USD,HKD,63120,"78,114.23",-0.191952606,0,60553.66667,0.042381138
American Express in HKD,"HK$61,360.00",Hong Kong,yyy,USD,HKD,61360,"78,114.23",-0.214483712,0,60553.66667,0.013316012
Domestic Bank Transfer in Chinese Yuan (CNY),"CNY53,821.00",Hong Kong,yyy,USD,CNY,53821,"68,592.84",-0.215355422,0,53172.74419,0.012191506
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Hong Kong,yyy,USD,CAD,10000,"12,919.08",-0.225951074,0,10014.7907,-0.001476885
Bank Transfer in Japanese Yen (JPY),"¥893,800",Hong Kong,yyy,USD,JPY,893800,"11,25,773.77",-0.206057181,0,872692.845,0.024186236
International Bank Transfer in US Dollars (USD),"$7,877.00",Hong Kong,yyy,USD,USD,7877,10000,0,-2123,7751.937984,0.016133
Bank Transfer from a Hungarian Forint (HUF) Account,"2.211.153,00 Ft",Hungary,yyy,USD,HUF,2211153,"27,61,827.12",-0.199387614,0,2140951.256,0.032789978
VISA: Debit/Credit in HUF,"2.254.258,00 Ft",Hungary,yyy,USD,HUF,2254258,"27,61,827.12",-0.183780193,0,2140951.256,0.052923552
MasterCard: Debit/Credit in HUF,"2.254.258,00 Ft",Hungary,yyy,USD,HUF,2254258,"27,61,827.12",-0.183780193,0,2140951.256,0.052923552
Online Bank Transfer,"2.211.153,00 Ft",Hungary,yyy,USD,HUF,2211153,"27,61,827.12",-0.199387614,0,2140951.256,0.032789978
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Hungary,yyy,USD,CAD,10000,"12,917.57",-0.225860591,0,10013.62016,-0.001360163
International Bank Transfer in US Dollars (USD),"$7,879.00",Hungary,yyy,USD,USD,7879,10000,0,-2121,7751.937984,0.016391
American Express in EUR,"6.842,00 €",Hungary,yyy,USD,EUR,6842,"8,513.67",-0.19635128,0,6599.744186,0.036706849
International Bank Transfer in British Pounds (GBP),"£6,065.00",Hungary,yyy,USD,GBP,6065,"7,648.20",-0.207002955,0,5928.837209,0.022966188
VISA: Debit/Credit in ISK,"kr898.300,00",Iceland,yyy,USD,ISK,898300,"11,01,338.25",-0.184355942,0,853750.5814,0.052180835
MasterCard: Debit/Credit in ISK,"kr898.300,00",Iceland,yyy,USD,ISK,898300,"11,01,338.25",-0.184355942,0,853750.5814,0.052180835
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Iceland,yyy,USD,CAD,10000,"12,923.70",-0.226227783,0,10018.37209,-0.00183384
International Bank Transfer in US Dollars (USD),"$7,879.00",Iceland,yyy,USD,USD,7879,10000,0,-2121,7751.937984,0.016391
Domestic Bank Transfer in Indian Rupees,"?566,540.00",India,yyy,USD,INR,566540,"7,22,806.44",-0.216194034,0,560315.0698,0.011109696
VISA: Debit/Credit in INR,"?589,344.00",India,yyy,USD,INR,589344,"7,22,806.44",-0.184644785,0,560315.0698,0.051808227
MasterCard: Debit/Credit in INR,"?589,344.00",India,yyy,USD,INR,589344,"7,22,806.44",-0.184644785,0,560315.0698,0.051808227
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",India,yyy,USD,CAD,10000,"12,923.70",-0.226227783,0,10018.37209,-0.00183384
International Bank Transfer in US Dollars (USD),"$7,848.00",India,yyy,USD,USD,7848,10000,0,-2152,7751.937984,0.012392
Domestic Bank Transfer in Indonesian Rupiah (IDR),"Rp117.210.000,00",Indonesia,yyy,USD,IDR,117210000,"1484,49,153.08",-0.210436721,0,115076862.9,0.018536629
Debit/Credit Card in IDR,"Rp121.040.000,00",Indonesia,yyy,USD,IDR,121040000,"1484,49,153.08",-0.184636642,0,115076862.9,0.051818732
UnionPay Card in IDR,"Rp119.040.000,00",Indonesia,yyy,USD,IDR,119040000,"1484,49,153.08",-0.198109268,0,115076862.9,0.034439044
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Indonesia,yyy,USD,CAD,10000,"12,919.93",-0.226001998,0,10015.44961,-0.001542578
International Bank Transfer in US Dollars (USD),"$7,876.00",Indonesia,yyy,USD,USD,7876,10000,0,-2124,7751.937984,0.016004
International Bank Transfer in Euros (EUR),"6.776,00 €",Indonesia,yyy,USD,EUR,6776,"8,513.67",-0.204103518,0,6599.744186,0.026706461
International Bank Transfer in British Pounds (GBP),"£6,065.00",Indonesia,yyy,USD,GBP,6065,"7,650.01",-0.207190579,0,5930.24031,0.022724153
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Iraq,yyy,USD,CAD,10000,"12,919.93",-0.226001998,0,10015.44961,-0.001542578
International Bank Transfer in US Dollars (USD),"$7,878.00",Iraq,yyy,USD,USD,7878,10000,0,-2122,7751.937984,0.016262
International Bank Transfer in Euros (EUR),"6.777,00 €",Iraq,yyy,USD,EUR,6777,"8,513.67",-0.20398606,0,6599.744186,0.026857983
Domestic Bank Transfer in Euros (EUR),"6.777,00 €",Ireland,yyy,USD,EUR,6777,"8,513.67",-0.20398606,0,6599.744186,0.026857983
VISA: Debit/Credit in EUR,"6.842,00 €",Ireland,yyy,USD,EUR,6842,"8,513.67",-0.19635128,0,6599.744186,0.036706849
MasterCard: Debit/Credit in EUR,"6.842,00 €",Ireland,yyy,USD,EUR,6842,"8,513.67",-0.19635128,0,6599.744186,0.036706849
American Express in EUR,"6.842,00 €",Ireland,yyy,USD,EUR,6842,"8,513.67",-0.19635128,0,6599.744186,0.036706849
PayPal in EUR,"6.908,00 €",Ireland,yyy,USD,EUR,6908,"8,513.67",-0.188599041,0,6599.744186,0.046707237
Online Bank Transfer,"6.777,00 €",Ireland,yyy,USD,EUR,6777,"8,513.67",-0.20398606,0,6599.744186,0.026857983
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Ireland,yyy,USD,CAD,10000,"12,921.85",-0.226117003,0,10016.93798,-0.001690934
International Bank Transfer in US Dollars (USD),"$7,878.00",Ireland,yyy,USD,USD,7878,10000,0,-2122,7751.937984,0.016262
Bank Transfer in Israeli Shekels (ILS),"?28,387.00",Israel,yyy,USD,ILS,28387,"35,740.61",-0.205749426,0,27705.89922,0.02458324
VISA: Debit/Credit in ILS,"?29,135.00",Israel,yyy,USD,ILS,29135,"35,740.61",-0.184820852,0,27705.89922,0.051581101
MasterCard: Debit/Credit in ILS,"?29,135.00",Israel,yyy,USD,ILS,29135,"35,740.61",-0.184820852,0,27705.89922,0.051581101
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Israel,yyy,USD,CAD,10000,"12,922.75",-0.2261709,0,10017.63566,-0.001760461
International Bank Transfer in US Dollars (USD),"$7,877.00",Israel,yyy,USD,USD,7877,10000,0,-2123,7751.937984,0.016133
International Bank Transfer in British Pounds (GBP),"£6,064.00",Israel,yyy,USD,GBP,6064,"7,649.88",-0.207307827,0,5930.139535,0.022572903
Domestic Bank Transfer in Euros (EUR),"6.775,00 €",Italy,yyy,USD,EUR,6775,"8,513.67",-0.204220976,0,6599.744186,0.02655494
VISA: Debit/Credit in EUR,"6.840,00 €",Italy,yyy,USD,EUR,6840,"8,513.67",-0.196586196,0,6599.744186,0.036403807
MasterCard: Debit/Credit in EUR,"6.840,00 €",Italy,yyy,USD,EUR,6840,"8,513.67",-0.196586196,0,6599.744186,0.036403807
American Express in EUR,"6.840,00 €",Italy,yyy,USD,EUR,6840,"8,513.67",-0.196586196,0,6599.744186,0.036403807
PayPal in EUR,"6.906,00 €",Italy,yyy,USD,EUR,6906,"8,513.67",-0.188833958,0,6599.744186,0.046404195
Online Bank Transfer,"6.775,00 €",Italy,yyy,USD,EUR,6775,"8,513.67",-0.204220976,0,6599.744186,0.02655494
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Italy,yyy,USD,CAD,10000,"12,922.75",-0.2261709,0,10017.63566,-0.001760461
International Bank Transfer in US Dollars (USD),"$7,877.00",Italy,yyy,USD,USD,7877,10000,0,-2123,7751.937984,0.016133
VISA: Debit/Credit in JMD,"J$1,105,200.00",Jamaica,yyy,USD,JMD,1105200,"13,55,319.13",-0.184546299,0,1050634.984,0.051935274
MasterCard: Debit/Credit in JMD,"J$1,105,200.00",Jamaica,yyy,USD,JMD,1105200,"13,55,319.13",-0.184546299,0,1050634.984,0.051935274
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Jamaica,yyy,USD,CAD,10000,"12,922.75",-0.2261709,0,10017.63566,-0.001760461
International Bank Transfer in US Dollars (USD),"$7,877.00",Jamaica,yyy,USD,USD,7877,10000,0,-2123,7751.937984,0.016133
Bank Transfer in Japanese Yen (JPY),"¥896,000",Japan,yyy,USD,JPY,896000,"11,25,777.92",-0.204105904,0,872696.062,0.026703384
American Express in JPY,"¥896,000",Japan,yyy,USD,JPY,896000,"11,25,777.92",-0.204105904,0,872696.062,0.026703384
VISA: Debit/Credit in JPY,"¥918,200",Japan,yyy,USD,JPY,918200,"11,25,777.92",-0.184386206,0,872696.062,0.052141794
MasterCard: Debit/Credit in JPY,"¥918,200",Japan,yyy,USD,JPY,918200,"11,25,777.92",-0.184386206,0,872696.062,0.052141794
UnionPay Card in JPY,"¥903,000",Japan,yyy,USD,JPY,903000,"11,25,777.92",-0.197887981,0,872696.062,0.034724504
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Japan,yyy,USD,CAD,10000,"12,919.44",-0.225972643,0,10015.06977,-0.001504709
International Bank Transfer in US Dollars (USD),"$7,877.00",Japan,yyy,USD,USD,7877,10000,0,-2123,7751.937984,0.016133
International Bank Transfer in British Pounds (GBP),"£6,089.00",Japan,yyy,USD,GBP,6089,"7,649.43",-0.203992977,0,5929.790698,0.026849059
VISA: Debit/Credit in JOD,"?.?5,783.00",Jordan,yyy,USD,JOD,5783,"7,090.00",-0.184344147,0,5496.124031,0.052196051
MasterCard: Debit/Credit in JOD,"?.?5,783.00",Jordan,yyy,USD,JOD,5783,"7,090.00",-0.184344147,0,5496.124031,0.052196051
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Jordan,yyy,USD,CAD,10000,"12,919.44",-0.225972643,0,10015.06977,-0.001504709
International Bank Transfer in US Dollars (USD),"$7,879.00",Jordan,yyy,USD,USD,7879,10000,0,-2121,7751.937984,0.016391
Debit/Credit Card in KZT,"2,905,300.00 KZT",Kazakhstan,yyy,USD,KZT,2905300,"35,61,237.65",-0.184188115,0,2760649.341,0.052397332
UnionPay Card in KZT,"2,857,100.00 KZT",Kazakhstan,yyy,USD,KZT,2857100,"35,61,237.65",-0.197722736,0,2760649.341,0.034937671
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Kazakhstan,yyy,USD,CAD,10000,"12,917.75",-0.225871379,0,10013.75969,-0.001374078
International Bank Transfer in US Dollars (USD),"$7,879.00",Kazakhstan,yyy,USD,USD,7879,10000,0,-2121,7751.937984,0.016391
International Bank Transfer in Euros (EUR),"6.776,00 €",Kazakhstan,yyy,USD,EUR,6776,"8,513.67",-0.204103518,0,6599.744186,0.026706461
VISA: Debit/Credit in KES,"KSh823,465.00",Kenya,yyy,USD,KES,823465,"10,10,624.74",-0.185192122,0,783430.031,0.051102163
MasterCard: Debit/Credit in KES,"KSh823,465.00",Kenya,yyy,USD,KES,823465,"10,10,624.74",-0.185192122,0,783430.031,0.051102163
International Bank Transfer in Canadian Dollars (CAD),"$10,000.00",Kenya,yyy,USD,CAD,10000,"12,923.79",-0.226233172,0,10018.44186,-0.001840791
International Bank Transfer in US Dollars (USD),"$7,880.00",Kenya,yyy,USD,USD,7880,10000,0,-2120,7751.937984,0.01652
