Terms,http://www.xe.com/legal/dfs.php,Privacy,http://www.xe.com/privacy.php
from,amount,timestamp,quotecurrency,mid
CAD,10000.0,2018-08-20T00:00:00Z,FJD,16275.6834246946
CAD,10000.0,2018-08-20T00:00:00Z,MXN,144656.8338475985
CAD,10000.0,2018-08-20T00:00:00Z,STD,1.629777149753672E8
CAD,10000.0,2018-08-20T00:00:00Z,EUR,6694.3241493706
CAD,10000.0,2018-08-20T00:00:00Z,SCR,104515.6330106674
CAD,10000.0,2018-08-20T00:00:00Z,TVD,10477.1036084246
CAD,10000.0,2018-08-20T00:00:00Z,CDF,1.2328015094926761E7
CAD,10000.0,2018-08-20T00:00:00Z,BBD,15313.3652984063
CAD,10000.0,2018-08-20T00:00:00Z,HNL,183808.2054238684
CAD,10000.0,2018-08-20T00:00:00Z,UGX,2.8702497156416792E7
CAD,10000.0,2018-08-20T00:00:00Z,ZAR,112992.3691960249
CAD,10000.0,2018-08-20T00:00:00Z,STN,162977.7149753672
CAD,10000.0,2018-08-20T00:00:00Z,CUC,7656.6826492032
CAD,10000.0,2018-08-20T00:00:00Z,BSD,7656.6826492032
CAD,10000.0,2018-08-20T00:00:00Z,SDG,137854.842828889
CAD,10000.0,2018-08-20T00:00:00Z,SDG,137854.842828889
CAD,10000.0,2018-08-20T00:00:00Z,IQD,9120415.385111723
CAD,10000.0,2018-08-20T00:00:00Z,CUP,202902.0902038835
CAD,10000.0,2018-08-20T00:00:00Z,GMD,368824.8369997176
CAD,10000.0,2018-08-20T00:00:00Z,TWD,235200.623781528
CAD,10000.0,2018-08-20T00:00:00Z,RSD,790661.8382441826
CAD,10000.0,2018-08-20T00:00:00Z,MYR,31416.3956276559
CAD,10000.0,2018-08-20T00:00:00Z,FKP,6006.777207462
CAD,10000.0,2018-08-20T00:00:00Z,XOF,4391188.786048683
CAD,10000.0,2018-08-20T00:00:00Z,UYU,241582.2244969609
CAD,10000.0,2018-08-20T00:00:00Z,CVE,738183.1239510947
CAD,10000.0,2018-08-20T00:00:00Z,OMR,2943.9944786186
CAD,10000.0,2018-08-20T00:00:00Z,KES,771980.3621533621
CAD,10000.0,2018-08-20T00:00:00Z,SEK,70104.770792094
CAD,10000.0,2018-08-20T00:00:00Z,BTN,534405.7458558393
CAD,10000.0,2018-08-20T00:00:00Z,GNF,6.872224709040743E7
CAD,10000.0,2018-08-20T00:00:00Z,MZN,453580.4194528048
CAD,10000.0,2018-08-20T00:00:00Z,MZN,453580.4194528048
CAD,10000.0,2018-08-20T00:00:00Z,SVC,66995.9731805276
CAD,10000.0,2018-08-20T00:00:00Z,ARS,228493.251946777
CAD,10000.0,2018-08-20T00:00:00Z,QAR,27870.3248430995
CAD,10000.0,2018-08-20T00:00:00Z,IRR,3.2049383623903483E8
CAD,10000.0,2018-08-20T00:00:00Z,EUR,6694.3241493706
CAD,10000.0,2018-08-20T00:00:00Z,XPD,8.4958657869
CAD,10000.0,2018-08-20T00:00:00Z,THB,254047.2099954521
CAD,10000.0,2018-08-20T00:00:00Z,UZS,5.970666543327378E7
CAD,10000.0,2018-08-20T00:00:00Z,XPF,798845.3638837812
CAD,10000.0,2018-08-20T00:00:00Z,BDT,645703.9396640696
CAD,10000.0,2018-08-20T00:00:00Z,LYD,10648.6366760627
CAD,10000.0,2018-08-20T00:00:00Z,KWD,2325.0246722266
CAD,10000.0,2018-08-20T00:00:00Z,XPT,9.615633907
CAD,10000.0,2018-08-20T00:00:00Z,RUB,514361.7663029733
CAD,10000.0,2018-08-20T00:00:00Z,ISK,822056.3758813819
CAD,10000.0,2018-08-20T00:00:00Z,EUR,6694.3241493706
CAD,10000.0,2018-08-20T00:00:00Z,MKD,412549.0921681429
CAD,10000.0,2018-08-20T00:00:00Z,DZD,913170.5490833536
CAD,10000.0,2018-08-20T00:00:00Z,PAB,7656.6826492032
CAD,10000.0,2018-08-20T00:00:00Z,SGD,10496.4755347592
CAD,10000.0,2018-08-20T00:00:00Z,JEP,6006.777207462
CAD,10000.0,2018-08-20T00:00:00Z,KGS,531798.7827417543
CAD,10000.0,2018-08-20T00:00:00Z,XAF,4391188.786048683
CAD,10000.0,2018-08-20T00:00:00Z,XAG,518.2389130489
CAD,10000.0,2018-08-20T00:00:00Z,EUR,6694.3241493706
CAD,10000.0,2018-08-20T00:00:00Z,CHF,7620.9525948389
CAD,10000.0,2018-08-20T00:00:00Z,HRK,49663.2475222431
CAD,10000.0,2018-08-20T00:00:00Z,EUR,6694.3241493706
CAD,10000.0,2018-08-20T00:00:00Z,DJF,1362788.72600971
CAD,10000.0,2018-08-20T00:00:00Z,TZS,1.750485810803686E7
CAD,10000.0,2018-08-20T00:00:00Z,VND,1.7810612922904977E8
CAD,10000.0,2018-08-20T00:00:00Z,XAU,6.4715212093
CAD,10000.0,2018-08-20T00:00:00Z,AUD,10477.1036084246
CAD,10000.0,2018-08-20T00:00:00Z,KHR,3.1166920184694007E7
CAD,10000.0,2018-08-20T00:00:00Z,IDR,1.1169060383842008E8
CAD,10000.0,2018-08-20T00:00:00Z,KYD,6278.4797845973
CAD,10000.0,2018-08-20T00:00:00Z,BWP,83248.9661441042
CAD,10000.0,2018-08-20T00:00:00Z,SHP,6006.777207462
CAD,10000.0,2018-08-20T00:00:00Z,EUR,6694.3241493706
CAD,10000.0,2018-08-20T00:00:00Z,TJS,72126.0266016657
CAD,10000.0,2018-08-20T00:00:00Z,RWF,6623153.2797360355
CAD,10000.0,2018-08-20T00:00:00Z,DKK,49919.2444937777
CAD,10000.0,2018-08-20T00:00:00Z,BGN,13092.9600010635
