Terms,http://www.xe.com/legal/dfs.php,Privacy,http://www.xe.com/privacy.php
from,amount,timestamp,quotecurrency,mid
CAD,5000.0,2018-08-20T00:00:00Z,FJD,8137.8417123473
CAD,5000.0,2018-08-20T00:00:00Z,MXN,72328.4169237992
CAD,5000.0,2018-08-20T00:00:00Z,STD,8.14888574876836E7
CAD,5000.0,2018-08-20T00:00:00Z,EUR,3347.1620746853
CAD,5000.0,2018-08-20T00:00:00Z,SCR,52257.8165053337
CAD,5000.0,2018-08-20T00:00:00Z,TVD,5238.5518042123
CAD,5000.0,2018-08-20T00:00:00Z,CDF,6164007.547463381
CAD,5000.0,2018-08-20T00:00:00Z,BBD,7656.6826492032
CAD,5000.0,2018-08-20T00:00:00Z,HNL,91904.1027119342
CAD,5000.0,2018-08-20T00:00:00Z,UGX,1.4351248578208396E7
CAD,5000.0,2018-08-20T00:00:00Z,ZAR,56496.1845980124
CAD,5000.0,2018-08-20T00:00:00Z,STN,81488.8574876836
CAD,5000.0,2018-08-20T00:00:00Z,CUC,3828.3413246016
CAD,5000.0,2018-08-20T00:00:00Z,BSD,3828.3413246016
CAD,5000.0,2018-08-20T00:00:00Z,SDG,68927.4214144445
CAD,5000.0,2018-08-20T00:00:00Z,SDG,68927.4214144445
CAD,5000.0,2018-08-20T00:00:00Z,IQD,4560207.692555862
CAD,5000.0,2018-08-20T00:00:00Z,CUP,101451.0451019417
CAD,5000.0,2018-08-20T00:00:00Z,GMD,184412.4184998588
CAD,5000.0,2018-08-20T00:00:00Z,TWD,117600.311890764
CAD,5000.0,2018-08-20T00:00:00Z,RSD,395330.9191220913
CAD,5000.0,2018-08-20T00:00:00Z,MYR,15708.197813828
CAD,5000.0,2018-08-20T00:00:00Z,FKP,3003.388603731
CAD,5000.0,2018-08-20T00:00:00Z,XOF,2195594.3930243417
CAD,5000.0,2018-08-20T00:00:00Z,UYU,120791.1122484804
CAD,5000.0,2018-08-20T00:00:00Z,CVE,369091.5619755474
CAD,5000.0,2018-08-20T00:00:00Z,OMR,1471.9972393093
CAD,5000.0,2018-08-20T00:00:00Z,KES,385990.1810766811
CAD,5000.0,2018-08-20T00:00:00Z,SEK,35052.385396047
CAD,5000.0,2018-08-20T00:00:00Z,BTN,267202.8729279197
CAD,5000.0,2018-08-20T00:00:00Z,GNF,3.4361123545203716E7
CAD,5000.0,2018-08-20T00:00:00Z,MZN,226790.2097264024
CAD,5000.0,2018-08-20T00:00:00Z,MZN,226790.2097264024
CAD,5000.0,2018-08-20T00:00:00Z,SVC,33497.9865902638
CAD,5000.0,2018-08-20T00:00:00Z,ARS,114246.6259733885
CAD,5000.0,2018-08-20T00:00:00Z,QAR,13935.1624215497
CAD,5000.0,2018-08-20T00:00:00Z,IRR,1.6024691811951742E8
CAD,5000.0,2018-08-20T00:00:00Z,EUR,3347.1620746853
CAD,5000.0,2018-08-20T00:00:00Z,XPD,4.2479328935
CAD,5000.0,2018-08-20T00:00:00Z,THB,127023.604997726
CAD,5000.0,2018-08-20T00:00:00Z,UZS,2.985333271663689E7
CAD,5000.0,2018-08-20T00:00:00Z,XPF,399422.6819418906
CAD,5000.0,2018-08-20T00:00:00Z,BDT,322851.9698320348
CAD,5000.0,2018-08-20T00:00:00Z,LYD,5324.3183380314
CAD,5000.0,2018-08-20T00:00:00Z,KWD,1162.5123361133
CAD,5000.0,2018-08-20T00:00:00Z,XPT,4.8078169535
CAD,5000.0,2018-08-20T00:00:00Z,RUB,257180.8831514866
