Terms,http://www.xe.com/legal/dfs.php,Privacy,http://www.xe.com/privacy.php
from,amount,timestamp,quotecurrency,mid
USD,10000.0,2018-07-02T00:00:00Z,KMF,4212713.857993255
USD,10000.0,2018-07-02T00:00:00Z,GEL,24486.847707
USD,10000.0,2018-07-02T00:00:00Z,MAD,94831.6770123043
USD,10000.0,2018-07-02T00:00:00Z,AZN,17009.561877
USD,10000.0,2018-07-02T00:00:00Z,TOP,23528.862951
USD,10000.0,2018-07-02T00:00:00Z,AZN,17009.561877
USD,10000.0,2018-07-02T00:00:00Z,PGK,32594.85267
USD,10000.0,2018-07-02T00:00:00Z,CNH,66287.9723843975
USD,10000.0,2018-07-02T00:00:00Z,UAH,263777.588088
USD,10000.0,2018-07-02T00:00:00Z,ERN,150000.0
USD,10000.0,2018-07-02T00:00:00Z,MRO,3562636.3239149996
USD,10000.0,2018-07-02T00:00:00Z,CNY,66227.9563660634
USD,10000.0,2018-07-02T00:00:00Z,MRU,356263.6323915
USD,10000.0,2018-07-02T00:00:00Z,BMD,10000.0
USD,10000.0,2018-07-02T00:00:00Z,PHP,533609.2800520001
USD,10000.0,2018-07-02T00:00:00Z,PYG,5.692635478211799E7
USD,10000.0,2018-07-02T00:00:00Z,JMD,1294094.410152
USD,10000.0,2018-07-02T00:00:00Z,EUR,8562.9878340466
USD,10000.0,2018-07-02T00:00:00Z,COP,2.9309105764555003E7
USD,10000.0,2018-07-02T00:00:00Z,USD,10000.0
USD,10000.0,2018-07-02T00:00:00Z,GGP,7571.665179454
USD,10000.0,2018-07-02T00:00:00Z,ETB,275756.890402
USD,10000.0,2018-07-02T00:00:00Z,VEF,99875.0
USD,10000.0,2018-07-02T00:00:00Z,SOS,5782341.846607
USD,10000.0,2018-07-02T00:00:00Z,VEF,99875.0
USD,10000.0,2018-07-02T00:00:00Z,VUV,1122540.533518
USD,10000.0,2018-07-02T00:00:00Z,LAK,8.4304808491029E7
USD,10000.0,2018-07-02T00:00:00Z,BND,13629.0187780962
USD,10000.0,2018-07-02T00:00:00Z,ZMW,99681.89971
USD,10000.0,2018-07-02T00:00:00Z,LRD,1491327.6325929998
USD,10000.0,2018-07-02T00:00:00Z,ALL,1083524.386065
USD,10000.0,2018-07-02T00:00:00Z,GHS,47868.076671
USD,10000.0,2018-07-02T00:00:00Z,EUR,8562.9878340466
USD,10000.0,2018-07-02T00:00:00Z,ZMW,99681.89971
USD,10000.0,2018-07-02T00:00:00Z,SPL,1666.66666
USD,10000.0,2018-07-02T00:00:00Z,TRY,45980.6442640098
