Terms,http://www.xe.com/legal/dfs.php,Privacy,http://www.xe.com/privacy.php
from,amount,timestamp,quotecurrency,mid
USD,1000.0,2018-08-20T00:00:00Z,FJD,2125.6834285
USD,1000.0,2018-08-20T00:00:00Z,MXN,18892.886185201
USD,1000.0,2018-08-20T00:00:00Z,STD,2.128568238260844E7
USD,1000.0,2018-08-20T00:00:00Z,EUR,874.3112985187
USD,1000.0,2018-08-20T00:00:00Z,SCR,13650.2500886
USD,1000.0,2018-08-20T00:00:00Z,TVD,1368.360697242
USD,1000.0,2018-08-20T00:00:00Z,CDF,1610098.7411578002
USD,1000.0,2018-08-20T00:00:00Z,BBD,2000.0
USD,1000.0,2018-08-20T00:00:00Z,HNL,24006.2457653247
USD,1000.0,2018-08-20T00:00:00Z,UGX,3748685.7522302996
USD,1000.0,2018-08-20T00:00:00Z,ZAR,14757.3530695809
USD,1000.0,2018-08-20T00:00:00Z,STN,21285.6823826084
USD,1000.0,2018-08-20T00:00:00Z,CUC,1000.0
USD,1000.0,2018-08-20T00:00:00Z,BSD,1000.0
USD,1000.0,2018-08-20T00:00:00Z,SDG,18004.5130698
USD,1000.0,2018-08-20T00:00:00Z,SDG,18004.5130698
USD,1000.0,2018-08-20T00:00:00Z,IQD,1191170.6156531
USD,1000.0,2018-08-20T00:00:00Z,CUP,26500.0
USD,1000.0,2018-08-20T00:00:00Z,GMD,48170.3178645
USD,1000.0,2018-08-20T00:00:00Z,TWD,30718.3456018
USD,1000.0,2018-08-20T00:00:00Z,RSD,103264.2822576
USD,1000.0,2018-08-20T00:00:00Z,MYR,4103.1340943621
USD,1000.0,2018-08-20T00:00:00Z,FKP,784.5143233261
USD,1000.0,2018-08-20T00:00:00Z,XOF,573510.6164424466
USD,1000.0,2018-08-20T00:00:00Z,UYU,31551.8136986
USD,1000.0,2018-08-20T00:00:00Z,CVE,96410.3068876597
USD,1000.0,2018-08-20T00:00:00Z,OMR,384.5
USD,1000.0,2018-08-20T00:00:00Z,KES,100824.3906039
USD,1000.0,2018-08-20T00:00:00Z,SEK,9156.0240908496
USD,1000.0,2018-08-20T00:00:00Z,BTN,69795.9900311993
USD,1000.0,2018-08-20T00:00:00Z,GNF,8975459.77010808
USD,1000.0,2018-08-20T00:00:00Z,MZN,59239.8092273042
USD,1000.0,2018-08-20T00:00:00Z,MZN,59239.8092273042
USD,1000.0,2018-08-20T00:00:00Z,SVC,8750.0
USD,1000.0,2018-08-20T00:00:00Z,ARS,29842.3302121
USD,1000.0,2018-08-20T00:00:00Z,QAR,3640.0
USD,1000.0,2018-08-20T00:00:00Z,IRR,4.18580540584883E7
USD,1000.0,2018-08-20T00:00:00Z,EUR,874.3112985187
USD,1000.0,2018-08-20T00:00:00Z,XPD,1.1096014
USD,1000.0,2018-08-20T00:00:00Z,THB,33179.8014407573
USD,1000.0,2018-08-20T00:00:00Z,UZS,7797980.9492937
USD,1000.0,2018-08-20T00:00:00Z,XPF,104333.090514979
USD,1000.0,2018-08-20T00:00:00Z,BDT,84332.0755538
USD,1000.0,2018-08-20T00:00:00Z,LYD,1390.7637503
USD,1000.0,2018-08-20T00:00:00Z,KWD,303.6595323
USD,1000.0,2018-08-20T00:00:00Z,XPT,1.2558485636
USD,1000.0,2018-08-20T00:00:00Z,RUB,67178.1487974435
USD,1000.0,2018-08-20T00:00:00Z,ISK,107364.56159208
USD,1000.0,2018-08-20T00:00:00Z,EUR,874.3112985187
USD,1000.0,2018-08-20T00:00:00Z,MKD,53880.9182866
USD,1000.0,2018-08-20T00:00:00Z,DZD,119264.5158381208
USD,1000.0,2018-08-20T00:00:00Z,PAB,1000.0
USD,1000.0,2018-08-20T00:00:00Z,SGD,1370.8907650563
USD,1000.0,2018-08-20T00:00:00Z,JEP,784.5143233261
USD,1000.0,2018-08-20T00:00:00Z,KGS,69455.5079669
USD,1000.0,2018-08-20T00:00:00Z,XAF,573510.6164424466
USD,1000.0,2018-08-20T00:00:00Z,XAG,67.6845230229
USD,1000.0,2018-08-20T00:00:00Z,EUR,874.3112985187
USD,1000.0,2018-08-20T00:00:00Z,CHF,995.3334810908
USD,1000.0,2018-08-20T00:00:00Z,HRK,6486.2617138
USD,1000.0,2018-08-20T00:00:00Z,EUR,874.3112985187
USD,1000.0,2018-08-20T00:00:00Z,DJF,177986.8369171
USD,1000.0,2018-08-20T00:00:00Z,TZS,2286219.6214778
USD,1000.0,2018-08-20T00:00:00Z,VND,2.32615268764712E7
USD,1000.0,2018-08-20T00:00:00Z,XAU,0.8452121507
USD,1000.0,2018-08-20T00:00:00Z,AUD,1368.360697242
USD,1000.0,2018-08-20T00:00:00Z,KHR,4070551.3879353004
USD,1000.0,2018-08-20T00:00:00Z,IDR,1.4587336181426302E7
USD,1000.0,2018-08-20T00:00:00Z,KYD,820.0000016
USD,1000.0,2018-08-20T00:00:00Z,BWP,10872.7199439
USD,1000.0,2018-08-20T00:00:00Z,SHP,784.5143233261
USD,1000.0,2018-08-20T00:00:00Z,EUR,874.3112985187
USD,1000.0,2018-08-20T00:00:00Z,TJS,9420.009932
USD,1000.0,2018-08-20T00:00:00Z,RWF,865016.036733
USD,1000.0,2018-08-20T00:00:00Z,DKK,6519.6961635824
USD,1000.0,2018-08-20T00:00:00Z,BGN,1710.0042669819
