Terms,http://www.xe.com/legal/dfs.php,Privacy,http://www.xe.com/privacy.php
from,amount,timestamp,quotecurrency,mid
USD,5000.0,2018-08-19T00:00:00Z,FJD,10647.499560662
USD,5000.0,2018-08-19T00:00:00Z,MXN,94508.4457034133
USD,5000.0,2018-08-19T00:00:00Z,STD,1.0725444619033203E8
USD,5000.0,2018-08-19T00:00:00Z,EUR,4367.6474198065
USD,5000.0,2018-08-19T00:00:00Z,SCR,69510.0021352461
USD,5000.0,2018-08-19T00:00:00Z,TVD,6831.9222822332
USD,5000.0,2018-08-19T00:00:00Z,CDF,7852500.0000008
USD,5000.0,2018-08-19T00:00:00Z,BBD,10000.0
USD,5000.0,2018-08-19T00:00:00Z,HNL,119990.0054938328
USD,5000.0,2018-08-19T00:00:00Z,UGX,1.8704485831716552E7
USD,5000.0,2018-08-19T00:00:00Z,ZAR,73216.2259685263
USD,5000.0,2018-08-19T00:00:00Z,STN,107254.446190332
USD,5000.0,2018-08-19T00:00:00Z,CUC,5000.0
USD,5000.0,2018-08-19T00:00:00Z,BSD,5000.0
USD,5000.0,2018-08-19T00:00:00Z,SDG,90331.4971916766
USD,5000.0,2018-08-19T00:00:00Z,SDG,90331.4971916766
USD,5000.0,2018-08-19T00:00:00Z,IQD,5954912.120930401
USD,5000.0,2018-08-19T00:00:00Z,CUP,132500.0
USD,5000.0,2018-08-19T00:00:00Z,GMD,240750.0076302789
USD,5000.0,2018-08-19T00:00:00Z,TWD,153789.374583766
USD,5000.0,2018-08-19T00:00:00Z,RSD,518486.4615199937
USD,5000.0,2018-08-19T00:00:00Z,MYR,20537.348355094
USD,5000.0,2018-08-19T00:00:00Z,FKP,3921.9197820512
USD,5000.0,2018-08-19T00:00:00Z,XOF,2864988.898554045
USD,5000.0,2018-08-19T00:00:00Z,UYU,157474.9946602848
USD,5000.0,2018-08-19T00:00:00Z,CVE,481620.4809820682
USD,5000.0,2018-08-19T00:00:00Z,OMR,1922.5
USD,5000.0,2018-08-19T00:00:00Z,KES,503649.9766983391
USD,5000.0,2018-08-19T00:00:00Z,SEK,45767.0594569879
USD,5000.0,2018-08-19T00:00:00Z,BTN,349321.6570534594
USD,5000.0,2018-08-19T00:00:00Z,GNF,4.52699999999992E7
USD,5000.0,2018-08-19T00:00:00Z,MZN,294300.3423167516
USD,5000.0,2018-08-19T00:00:00Z,MZN,294300.3423167516
USD,5000.0,2018-08-19T00:00:00Z,SVC,43750.0
USD,5000.0,2018-08-19T00:00:00Z,ARS,149161.2888426801
USD,5000.0,2018-08-19T00:00:00Z,QAR,18200.0
USD,5000.0,2018-08-19T00:00:00Z,IRR,2.1012510690229443E8
USD,5000.0,2018-08-19T00:00:00Z,EUR,4367.6474198065
USD,5000.0,2018-08-19T00:00:00Z,XPD,5.5071275
USD,5000.0,2018-08-19T00:00:00Z,THB,165873.4384457578
USD,5000.0,2018-08-19T00:00:00Z,UZS,3.89999999999992E7
USD,5000.0,2018-08-19T00:00:00Z,XPF,521198.9761086591
USD,5000.0,2018-08-19T00:00:00Z,BDT,418974.8837129453
USD,5000.0,2018-08-19T00:00:00Z,LYD,6965.0000326757
USD,5000.0,2018-08-19T00:00:00Z,KWD,1520.4998842164
USD,5000.0,2018-08-19T00:00:00Z,XPT,6.2883595
USD,5000.0,2018-08-19T00:00:00Z,RUB,334985.0473939492
USD,5000.0,2018-08-19T00:00:00Z,ISK,537999.9923697211
USD,5000.0,2018-08-19T00:00:00Z,EUR,4367.6474198065
USD,5000.0,2018-08-19T00:00:00Z,MKD,268750.0000008
